,drop_1056.pkl,drop_1056.pkl,drop_1056.pkl,drop_1056.pkl,drop_1432.pkl,drop_1432.pkl,drop_1432.pkl,drop_1432.pkl,drop_1124.pkl,drop_1124.pkl,drop_1124.pkl,drop_1124.pkl,drop_364.pkl,drop_364.pkl,drop_364.pkl,drop_364.pkl,drop_2774.pkl,drop_2774.pkl,drop_2774.pkl,drop_2774.pkl,drop_1234.pkl,drop_1234.pkl,drop_1234.pkl,drop_1234.pkl,drop_230.pkl,drop_230.pkl,drop_230.pkl,drop_230.pkl,drop_2862.pkl,drop_2862.pkl,drop_2862.pkl,drop_2862.pkl,drop_793.pkl,drop_793.pkl,drop_793.pkl,drop_793.pkl,drop_867.pkl,drop_867.pkl,drop_867.pkl,drop_867.pkl,drop_868.pkl,drop_868.pkl,drop_868.pkl,drop_868.pkl,drop_1174.pkl,drop_1174.pkl,drop_1174.pkl,drop_1174.pkl,drop_2872.pkl,drop_2872.pkl,drop_2872.pkl,drop_2872.pkl,drop_946.pkl,drop_946.pkl,drop_946.pkl,drop_946.pkl,drop_778.pkl,drop_778.pkl,drop_778.pkl,drop_778.pkl,drop_100.pkl,drop_100.pkl,drop_100.pkl,drop_100.pkl,drop_1334.pkl,drop_1334.pkl,drop_1334.pkl,drop_1334.pkl,drop_352.pkl,drop_352.pkl,drop_352.pkl,drop_352.pkl,drop_1167.pkl,drop_1167.pkl,drop_1167.pkl,drop_1167.pkl,drop_163.pkl,drop_163.pkl,drop_163.pkl,drop_163.pkl,drop_644.pkl,drop_644.pkl,drop_644.pkl,drop_644.pkl,drop_892.pkl,drop_892.pkl,drop_892.pkl,drop_892.pkl,drop_504.pkl,drop_504.pkl,drop_504.pkl,drop_504.pkl,drop_761.pkl,drop_761.pkl,drop_761.pkl,drop_761.pkl,drop_1391.pkl,drop_1391.pkl,drop_1391.pkl,drop_1391.pkl,drop_1018.pkl,drop_1018.pkl,drop_1018.pkl,drop_1018.pkl,drop_161.pkl,drop_161.pkl,drop_161.pkl,drop_161.pkl
,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites,abundance,growth_rate,reactions,metabolites
taxa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,0.038461538461538464,5.954301907159973,2982.0,1920.0,,,,,0.038461538461538464,5.7269358745405246,2982.0,1920.0,0.038461538461538464,6.41164891227685,2982.0,1920.0,0.038461538461538464,6.214729906201556,2982.0,1920.0,0.038461538461538464,6.389518029219662,2982.0,1920.0,0.038461538461538464,5.934878740940726,2982.0,1920.0,0.038461538461538464,5.939539248927136,2982.0,1920.0,0.038461538461538464,5.765833854427657,2982.0,1920.0,0.038461538461538464,5.85295617339321,2982.0,1920.0,0.038461538461538464,6.245760332211892,2982.0,1920.0,0.038461538461538464,5.729467760454948,2982.0,1920.0,0.038461538461538464,6.045030211270402,2982.0,1920.0,0.038461538461538464,5.745457538686877,2982.0,1920.0,0.038461538461538464,5.722043848660752,2982.0,1920.0,0.038461538461538464,6.2118179721313815,2982.0,1920.0,0.038461538461538464,5.95267037984976,2982.0,1920.0,0.038461538461538464,6.2746589473378345,2982.0,1920.0,0.038461538461538464,5.709016326808077,2982.0,1920.0,0.038461538461538464,6.307053832127674,2982.0,1920.0,0.038461538461538464,6.212971463046476,2982.0,1920.0,0.038461538461538464,5.950626886324699,2982.0,1920.0,0.038461538461538464,6.638909628301729,2982.0,1920.0,0.038461538461538464,5.849371133225646,2982.0,1920.0,0.038461538461538464,6.19512457602088,2982.0,1920.0,0.038461538461538464,6.411734391556232,2982.0,1920.0,0.038461538461538464,6.411632909024515,2982.0,1920.0
161,0.038461538461538464,7.244197397170677,2901.0,1898.0,0.038461538461538464,7.298686202201571,2901.0,1898.0,0.038461538461538464,7.301165768595882,2901.0,1898.0,0.038461538461538464,7.418930393763229,2901.0,1898.0,0.038461538461538464,7.1406060797336846,2901.0,1898.0,0.038461538461538464,7.281022122211522,2901.0,1898.0,0.038461538461538464,7.307556053219809,2901.0,1898.0,0.038461538461538464,7.18718565785626,2901.0,1898.0,0.038461538461538464,7.058472051886793,2901.0,1898.0,0.038461538461538464,7.299493283958965,2901.0,1898.0,0.038461538461538464,7.307902627118204,2901.0,1898.0,0.038461538461538464,8.601685167339756,2901.0,1898.0,0.038461538461538464,7.30208231729098,2901.0,1898.0,0.038461538461538464,7.047455874324277,2901.0,1898.0,0.038461538461538464,7.0464210472240145,2901.0,1898.0,0.038461538461538464,7.119876687155747,2901.0,1898.0,0.038461538461538464,7.153260451682634,2901.0,1898.0,0.038461538461538464,7.193796491882746,2901.0,1898.0,0.038461538461538464,7.307133247492255,2901.0,1898.0,0.038461538461538464,7.308174713556606,2901.0,1898.0,0.038461538461538464,7.154835879891349,2901.0,1898.0,0.038461538461538464,6.991204585175845,2901.0,1898.0,0.038461538461538464,7.340393116587955,2901.0,1898.0,0.038461538461538464,7.308651305119131,2901.0,1898.0,0.038461538461538464,7.114157620567802,2901.0,1898.0,0.038461538461538464,7.229369401953148,2901.0,1898.0,,,,
163,0.038461538461538464,5.9866124138918275,2678.0,1700.0,0.038461538461538464,5.970787219586731,2678.0,1700.0,0.038461538461538464,5.165009556054087,2678.0,1700.0,0.038461538461538464,6.265779017980405,2678.0,1700.0,0.038461538461538464,5.930823898429874,2678.0,1700.0,0.038461538461538464,5.95293245661839,2678.0,1700.0,0.038461538461538464,5.895517411822967,2678.0,1700.0,0.038461538461538464,5.9596116124670155,2678.0,1700.0,0.038461538461538464,5.937858596189145,2678.0,1700.0,0.038461538461538464,5.872947829032434,2678.0,1700.0,0.038461538461538464,5.980851017062498,2678.0,1700.0,0.038461538461538464,5.966156651138465,2678.0,1700.0,0.038461538461538464,5.935545381978198,2678.0,1700.0,0.038461538461538464,5.9574927357632355,2678.0,1700.0,0.038461538461538464,5.943642750322043,2678.0,1700.0,0.038461538461538464,5.921428384624869,2678.0,1700.0,0.038461538461538464,6.301709693346421,2678.0,1700.0,0.038461538461538464,5.988254499111308,2678.0,1700.0,0.038461538461538464,5.912459856284292,2678.0,1700.0,,,,,0.038461538461538464,5.965586493373057,2678.0,1700.0,0.038461538461538464,5.991939607539159,2678.0,1700.0,0.038461538461538464,5.974196951153514,2678.0,1700.0,0.038461538461538464,6.016214350280784,2678.0,1700.0,0.038461538461538464,5.930860819801747,2678.0,1700.0,0.038461538461538464,5.974393155661887,2678.0,1700.0,0.038461538461538464,5.952079723505078,2678.0,1700.0
230,0.038461538461538464,5.928561370553098,2227.0,1483.0,0.038461538461538464,5.92855679206814,2227.0,1483.0,0.038461538461538464,5.842696272220615,2227.0,1483.0,0.038461538461538464,5.928629831063975,2227.0,1483.0,0.038461538461538464,6.1286375096655865,2227.0,1483.0,0.038461538461538464,5.92993741284969,2227.0,1483.0,,,,,0.038461538461538464,5.92855848126231,2227.0,1483.0,0.038461538461538464,5.928554979553074,2227.0,1483.0,0.038461538461538464,5.928789163666142,2227.0,1483.0,0.038461538461538464,5.929321606025389,2227.0,1483.0,0.038461538461538464,5.928553439436366,2227.0,1483.0,0.038461538461538464,5.928526081611377,2227.0,1483.0,0.038461538461538464,5.928560615467734,2227.0,1483.0,0.038461538461538464,5.928573706093143,2227.0,1483.0,0.038461538461538464,5.928637020425281,2227.0,1483.0,0.038461538461538464,5.95451248597328,2227.0,1483.0,0.038461538461538464,5.929445310288453,2227.0,1483.0,0.038461538461538464,5.938571999837749,2227.0,1483.0,0.038461538461538464,5.928580383932949,2227.0,1483.0,0.038461538461538464,6.130471150764754,2227.0,1483.0,0.038461538461538464,5.928594690187396,2227.0,1483.0,0.038461538461538464,5.9285539855583504,2227.0,1483.0,0.038461538461538464,6.100341234298853,2227.0,1483.0,0.038461538461538464,6.145276871572906,2227.0,1483.0,0.038461538461538464,6.130561561295746,2227.0,1483.0,0.038461538461538464,5.928584710528659,2227.0,1483.0
2774,0.038461538461538464,6.39390004081965,2176.0,1452.0,0.038461538461538464,6.393825215288026,2176.0,1452.0,0.038461538461538464,6.394432713755578,2176.0,1452.0,0.038461538461538464,6.395044753860869,2176.0,1452.0,,,,,0.038461538461538464,6.393944642787402,2176.0,1452.0,0.038461538461538464,6.394062579701164,2176.0,1452.0,0.038461538461538464,6.39432578521871,2176.0,1452.0,0.038461538461538464,6.3942870992676335,2176.0,1452.0,0.038461538461538464,6.394245777726172,2176.0,1452.0,0.038461538461538464,6.393702290007238,2176.0,1452.0,0.038461538461538464,6.393922178413834,2176.0,1452.0,0.038461538461538464,6.3934899765985795,2176.0,1452.0,0.038461538461538464,6.3941348870611066,2176.0,1452.0,0.038461538461538464,6.393739551838066,2176.0,1452.0,0.038461538461538464,6.3942705796976425,2176.0,1452.0,0.038461538461538464,6.393499300083101,2176.0,1452.0,0.038461538461538464,6.393272511827657,2176.0,1452.0,0.038461538461538464,6.393344956164708,2176.0,1452.0,0.038461538461538464,6.393888562796601,2176.0,1452.0,0.038461538461538464,6.393960898663512,2176.0,1452.0,0.038461538461538464,6.393837504270422,2176.0,1452.0,0.038461538461538464,6.394075092747897,2176.0,1452.0,0.038461538461538464,6.39459466207068,2176.0,1452.0,0.038461538461538464,6.394275026885385,2176.0,1452.0,0.038461538461538464,6.394329229456041,2176.0,1452.0,0.038461538461538464,6.3944072891816015,2176.0,1452.0
2862,0.038461538461538464,6.5292705642578985,2690.0,1756.0,0.038461538461538464,6.561184827470301,2690.0,1756.0,0.038461538461538464,4.53960388898593,2690.0,1756.0,0.038461538461538464,6.916140693581128,2690.0,1756.0,0.038461538461538464,6.584480808774156,2690.0,1756.0,0.038461538461538464,6.562574180606356,2690.0,1756.0,0.038461538461538464,6.381821139069401,2690.0,1756.0,,,,,0.038461538461538464,6.411950491928302,2690.0,1756.0,0.038461538461538464,6.391695143108378,2690.0,1756.0,0.038461538461538464,6.561183128774615,2690.0,1756.0,0.038461538461538464,6.86482850915492,2690.0,1756.0,0.038461538461538464,6.44622194937453,2690.0,1756.0,0.038461538461538464,6.427594545392129,2690.0,1756.0,0.038461538461538464,6.422843196826016,2690.0,1756.0,0.038461538461538464,6.561613403620331,2690.0,1756.0,0.038461538461538464,6.561052311232251,2690.0,1756.0,0.038461538461538464,6.56558248918702,2690.0,1756.0,0.038461538461538464,6.466572003265652,2690.0,1756.0,0.038461538461538464,6.581474455123205,2690.0,1756.0,0.038461538461538464,6.585496046858652,2690.0,1756.0,0.038461538461538464,6.414646820477786,2690.0,1756.0,0.038461538461538464,6.585737051879292,2690.0,1756.0,0.038461538461538464,6.596614617229172,2690.0,1756.0,0.038461538461538464,6.585501086815194,2690.0,1756.0,0.038461538461538464,6.585512981978265,2690.0,1756.0,0.038461538461538464,6.577097130978677,2690.0,1756.0
2872,0.038461538461538464,3.0260828158155975,2215.0,1504.0,0.038461538461538464,3.1091245911868266,2215.0,1504.0,0.038461538461538464,3.027753509434206,2215.0,1504.0,0.038461538461538464,3.713776485263931,2215.0,1504.0,0.038461538461538464,3.554693539188435,2215.0,1504.0,0.038461538461538464,3.0261384391313704,2215.0,1504.0,0.038461538461538464,3.0250852570346165,2215.0,1504.0,0.038461538461538464,3.0258969524697963,2215.0,1504.0,0.038461538461538464,3.026286465737156,2215.0,1504.0,0.038461538461538464,3.0258815763509124,2215.0,1504.0,0.038461538461538464,3.0285749736911085,2215.0,1504.0,0.038461538461538464,3.0270848228931295,2215.0,1504.0,,,,,0.038461538461538464,3.0260381759125465,2215.0,1504.0,0.038461538461538464,3.066234026548923,2215.0,1504.0,0.038461538461538464,3.1088743325040586,2215.0,1504.0,0.038461538461538464,2.8782678781862705,2215.0,1504.0,0.038461538461538464,3.1089606480030216,2215.0,1504.0,0.038461538461538464,3.170659933390078,2215.0,1504.0,0.038461538461538464,3.115713059720851,2215.0,1504.0,0.038461538461538464,3.209678725984705,2215.0,1504.0,0.038461538461538464,3.027779565107246,2215.0,1504.0,0.038461538461538464,3.0258422348689114,2215.0,1504.0,0.038461538461538464,3.108579902022457,2215.0,1504.0,0.038461538461538464,3.329312859651744,2215.0,1504.0,0.038461538461538464,3.1983893068499296,2215.0,1504.0,0.038461538461538464,3.1161035115215827,2215.0,1504.0
352,0.038461538461538464,5.138186296563129,2776.0,1811.0,0.038461538461538464,5.392365363100981,2776.0,1811.0,0.038461538461538464,4.873731096495526,2776.0,1811.0,0.038461538461538464,6.500045617307173,2776.0,1811.0,0.038461538461538464,5.718637186673269,2776.0,1811.0,0.038461538461538464,7.053690112820515,2776.0,1811.0,0.038461538461538464,5.138183216873728,2776.0,1811.0,0.038461538461538464,5.138184095447553,2776.0,1811.0,0.038461538461538464,5.138205364171225,2776.0,1811.0,0.038461538461538464,5.138155472609219,2776.0,1811.0,0.038461538461538464,5.44552439629142,2776.0,1811.0,0.038461538461538464,5.113070944543826,2776.0,1811.0,0.038461538461538464,5.137372500829548,2776.0,1811.0,0.038461538461538464,5.138272046438503,2776.0,1811.0,0.038461538461538464,5.138024576170174,2776.0,1811.0,0.038461538461538464,5.303561891961271,2776.0,1811.0,0.038461538461538464,5.848169235593065,2776.0,1811.0,,,,,0.038461538461538464,5.138137704440165,2776.0,1811.0,0.038461538461538464,5.419188048057835,2776.0,1811.0,0.038461538461538464,5.705881784200811,2776.0,1811.0,0.038461538461538464,5.372625247466239,2776.0,1811.0,0.038461538461538464,7.206393315355413,2776.0,1811.0,0.038461538461538464,5.091049174321081,2776.0,1811.0,0.038461538461538464,5.7628166341232605,2776.0,1811.0,0.038461538461538464,5.731236970988705,2776.0,1811.0,0.038461538461538464,5.712716359718014,2776.0,1811.0
364,0.038461538461538464,16.993794581147903,2445.0,1661.0,0.038461538461538464,16.73011791437417,2445.0,1661.0,0.038461538461538464,17.663285760542283,2445.0,1661.0,,,,,0.038461538461538464,15.631584027316629,2445.0,1661.0,0.038461538461538464,17.242236355641147,2445.0,1661.0,0.038461538461538464,17.126910300526973,2445.0,1661.0,0.038461538461538464,16.994209840686405,2445.0,1661.0,0.038461538461538464,16.9940661134427,2445.0,1661.0,0.038461538461538464,17.268974688942,2445.0,1661.0,0.038461538461538464,16.65578044765654,2445.0,1661.0,0.038461538461538464,17.44899913429842,2445.0,1661.0,0.038461538461538464,16.993628770482285,2445.0,1661.0,0.038461538461538464,17.035148210590847,2445.0,1661.0,0.038461538461538464,17.546602626063883,2445.0,1661.0,0.038461538461538464,16.924180998487582,2445.0,1661.0,0.038461538461538464,17.025407110695962,2445.0,1661.0,0.038461538461538464,16.834342193422753,2445.0,1661.0,0.038461538461538464,16.993978270329603,2445.0,1661.0,0.038461538461538464,16.567206233812666,2445.0,1661.0,0.038461538461538464,16.248078964799955,2445.0,1661.0,0.038461538461538464,16.08942010491307,2445.0,1661.0,0.038461538461538464,16.997301114042422,2445.0,1661.0,0.038461538461538464,16.984883309802434,2445.0,1661.0,0.038461538461538464,16.209846711862152,2445.0,1661.0,0.038461538461538464,15.667746598933853,2445.0,1661.0,0.038461538461538464,16.3553746600812,2445.0,1661.0
504,0.038461538461538464,18.02764870298684,2781.0,1836.0,0.038461538461538464,17.96703989618558,2781.0,1836.0,0.038461538461538464,19.020759836132093,2781.0,1836.0,0.038461538461538464,17.408529597745243,2781.0,1836.0,0.038461538461538464,16.883783631958533,2781.0,1836.0,0.038461538461538464,18.206727692272054,2781.0,1836.0,0.038461538461538464,18.037364702222582,2781.0,1836.0,0.038461538461538464,18.10927174067537,2781.0,1836.0,0.038461538461538464,18.02357579521243,2781.0,1836.0,0.038461538461538464,18.07762600661202,2781.0,1836.0,0.038461538461538464,18.018080263433305,2781.0,1836.0,0.038461538461538464,18.419638292254472,2781.0,1836.0,0.038461538461538464,18.01445497209426,2781.0,1836.0,0.038461538461538464,18.287345054994056,2781.0,1836.0,0.038461538461538464,18.20665918766724,2781.0,1836.0,0.038461538461538464,18.005241150627633,2781.0,1836.0,0.038461538461538464,17.70127596884008,2781.0,1836.0,0.038461538461538464,17.947152489443578,2781.0,1836.0,0.038461538461538464,18.17757264040642,2781.0,1836.0,0.038461538461538464,17.896481713280576,2781.0,1836.0,0.038461538461538464,17.375929767001114,2781.0,1836.0,0.038461538461538464,17.370813336916466,2781.0,1836.0,,,,,0.038461538461538464,17.197323079115474,2781.0,1836.0,0.038461538461538464,17.504014718254624,2781.0,1836.0,0.038461538461538464,17.160540669264165,2781.0,1836.0,0.038461538461538464,17.827421670123766,2781.0,1836.0
644,0.038461538461538464,7.908231507417728,2783.0,1851.0,0.038461538461538464,7.804092731586165,2783.0,1851.0,0.038461538461538464,8.212986897179439,2783.0,1851.0,0.038461538461538464,7.376065006381375,2783.0,1851.0,0.038461538461538464,7.7178107856334055,2783.0,1851.0,0.038461538461538464,8.149094059735914,2783.0,1851.0,0.038461538461538464,8.016259316045106,2783.0,1851.0,0.038461538461538464,8.093858931631853,2783.0,1851.0,0.038461538461538464,8.06871787854506,2783.0,1851.0,0.038461538461538464,8.132120292799573,2783.0,1851.0,0.038461538461538464,7.822613792915557,2783.0,1851.0,0.038461538461538464,7.917761141834867,2783.0,1851.0,0.038461538461538464,7.957319994468013,2783.0,1851.0,0.038461538461538464,8.185643546587178,2783.0,1851.0,0.038461538461538464,8.105173269013894,2783.0,1851.0,0.038461538461538464,7.80523659958088,2783.0,1851.0,0.038461538461538464,7.881220093138493,2783.0,1851.0,0.038461538461538464,7.802896918150455,2783.0,1851.0,0.038461538461538464,8.032305719011328,2783.0,1851.0,0.038461538461538464,7.771095488348671,2783.0,1851.0,,,,,0.038461538461538464,6.618051704633536,2783.0,1851.0,0.038461538461538464,8.03934899476801,2783.0,1851.0,0.038461538461538464,7.818545220659796,2783.0,1851.0,0.038461538461538464,7.5934789368419136,2783.0,1851.0,0.038461538461538464,7.756837055806428,2783.0,1851.0,0.038461538461538464,7.799795389960061,2783.0,1851.0
761,0.038461538461538464,6.368118641282381,2726.0,1795.0,0.038461538461538464,6.445924148078549,2726.0,1795.0,0.038461538461538464,5.444323974292829,2726.0,1795.0,0.038461538461538464,7.5054213523509254,2726.0,1795.0,0.038461538461538464,6.624556662216485,2726.0,1795.0,0.038461538461538464,6.588285722860593,2726.0,1795.0,0.038461538461538464,6.3730770185751195,2726.0,1795.0,0.038461538461538464,6.145538285141433,2726.0,1795.0,0.038461538461538464,6.380237944087396,2726.0,1795.0,0.038461538461538464,6.375693121089377,2726.0,1795.0,0.038461538461538464,6.470076889955836,2726.0,1795.0,0.038461538461538464,7.133796368349447,2726.0,1795.0,0.038461538461538464,6.371552670693021,2726.0,1795.0,0.038461538461538464,6.966843327973537,2726.0,1795.0,0.038461538461538464,6.046640114108774,2726.0,1795.0,0.038461538461538464,6.4351229495852165,2726.0,1795.0,0.038461538461538464,6.879062114302575,2726.0,1795.0,0.038461538461538464,6.6257346967263,2726.0,1795.0,0.038461538461538464,6.336825308460304,2726.0,1795.0,0.038461538461538464,6.45474867666792,2726.0,1795.0,0.038461538461538464,6.739604995207634,2726.0,1795.0,0.038461538461538464,6.649017591677137,2726.0,1795.0,0.038461538461538464,6.74644505175651,2726.0,1795.0,,,,,0.038461538461538464,6.772373651352491,2726.0,1795.0,0.038461538461538464,6.632089803741206,2726.0,1795.0,0.038461538461538464,6.747252192014133,2726.0,1795.0
778,0.038461538461538464,6.480344269132315,2910.0,1875.0,0.038461538461538464,6.508663863797188,2910.0,1875.0,0.038461538461538464,6.309009329246209,2910.0,1875.0,0.038461538461538464,6.676528590046237,2910.0,1875.0,0.038461538461538464,6.823933717051177,2910.0,1875.0,0.038461538461538464,6.568301654536832,2910.0,1875.0,0.038461538461538464,6.606165448572807,2910.0,1875.0,0.038461538461538464,6.480343026216937,2910.0,1875.0,0.038461538461538464,6.454398960306209,2910.0,1875.0,0.038461538461538464,6.480357033205976,2910.0,1875.0,0.038461538461538464,6.518102827559199,2910.0,1875.0,0.038461538461538464,6.408888740995337,2910.0,1875.0,0.038461538461538464,6.206239766292833,2910.0,1875.0,0.038461538461538464,6.455020357027778,2910.0,1875.0,,,,,0.038461538461538464,6.548882481674294,2910.0,1875.0,0.038461538461538464,6.4818650963940065,2910.0,1875.0,0.038461538461538464,6.5344106783930425,2910.0,1875.0,0.038461538461538464,6.196351308777132,2910.0,1875.0,0.038461538461538464,6.707267409301498,2910.0,1875.0,0.038461538461538464,6.8249016100969015,2910.0,1875.0,0.038461538461538464,6.577645570631809,2910.0,1875.0,0.038461538461538464,6.615406147415818,2910.0,1875.0,0.038461538461538464,6.615356965795062,2910.0,1875.0,0.038461538461538464,6.733557921691582,2910.0,1875.0,0.038461538461538464,6.822161737957598,2910.0,1875.0,0.038461538461538464,6.733483701107691,2910.0,1875.0
793,0.038461538461538464,5.736359601795245,2905.0,1878.0,0.038461538461538464,5.7796543972863565,2905.0,1878.0,0.038461538461538464,5.841631853618959,2905.0,1878.0,0.038461538461538464,6.312074428789973,2905.0,1878.0,0.038461538461538464,5.936793012902523,2905.0,1878.0,0.038461538461538464,5.736989292630244,2905.0,1878.0,0.038461538461538464,5.736966975827586,2905.0,1878.0,0.038461538461538464,5.736963921305332,2905.0,1878.0,,,,,0.038461538461538464,5.737030819428976,2905.0,1878.0,0.038461538461538464,5.736346486880811,2905.0,1878.0,0.038461538461538464,5.100592643650546,2905.0,1878.0,0.038461538461538464,5.8515109529453,2905.0,1878.0,0.038461538461538464,5.73692325609669,2905.0,1878.0,0.038461538461538464,5.737106246784782,2905.0,1878.0,0.038461538461538464,5.737015109826842,2905.0,1878.0,0.038461538461538464,5.935995032397972,2905.0,1878.0,0.038461538461538464,5.779738860303351,2905.0,1878.0,0.038461538461538464,5.736954805919217,2905.0,1878.0,0.038461538461538464,5.779732247881162,2905.0,1878.0,0.038461538461538464,5.78087417842427,2905.0,1878.0,0.038461538461538464,5.727662397558598,2905.0,1878.0,0.038461538461538464,5.736905131078181,2905.0,1878.0,0.038461538461538464,5.7377821296596965,2905.0,1878.0,0.038461538461538464,5.780845962470698,2905.0,1878.0,0.038461538461538464,5.923668294614689,2905.0,1878.0,0.038461538461538464,5.779856668462984,2905.0,1878.0
867,0.038461538461538464,6.664650919425767,2173.0,1456.0,0.038461538461538464,6.666435284661459,2173.0,1456.0,0.038461538461538464,6.66574442037982,2173.0,1456.0,0.038461538461538464,6.628812055945484,2173.0,1456.0,0.038461538461538464,6.79207533676769,2173.0,1456.0,0.038461538461538464,6.663922617587501,2173.0,1456.0,0.038461538461538464,6.664378621553851,2173.0,1456.0,0.038461538461538464,6.66520561614875,2173.0,1456.0,0.038461538461538464,6.664939904340051,2173.0,1456.0,,,,,0.038461538461538464,6.665225940929838,2173.0,1456.0,0.038461538461538464,6.665009752175568,2173.0,1456.0,0.038461538461538464,6.665321515204687,2173.0,1456.0,0.038461538461538464,6.6652123767931135,2173.0,1456.0,0.038461538461538464,6.664086780163065,2173.0,1456.0,0.038461538461538464,6.664453424970265,2173.0,1456.0,0.038461538461538464,6.680692713548188,2173.0,1456.0,0.038461538461538464,6.665645341052381,2173.0,1456.0,0.038461538461538464,6.663777920682947,2173.0,1456.0,0.038461538461538464,6.664916496336534,2173.0,1456.0,0.038461538461538464,6.751641566960979,2173.0,1456.0,0.038461538461538464,6.658757406248731,2173.0,1456.0,0.038461538461538464,6.662719951813275,2173.0,1456.0,0.038461538461538464,6.664848388225837,2173.0,1456.0,0.038461538461538464,6.696781648595354,2173.0,1456.0,0.038461538461538464,6.891518622655137,2173.0,1456.0,0.038461538461538464,6.568894533859716,2173.0,1456.0
868,0.038461538461538464,6.647657242553236,2619.0,1688.0,0.038461538461538464,6.647668540622999,2619.0,1688.0,0.038461538461538464,6.03138444559036,2619.0,1688.0,0.038461538461538464,7.053052336620108,2619.0,1688.0,0.038461538461538464,6.811508578976559,2619.0,1688.0,0.038461538461538464,8.459882261998061,2619.0,1688.0,0.038461538461538464,6.548172505418777,2619.0,1688.0,0.038461538461538464,6.647608651193793,2619.0,1688.0,0.038461538461538464,6.603976380740373,2619.0,1688.0,0.038461538461538464,6.605661753272555,2619.0,1688.0,,,,,0.038461538461538464,7.242489453008455,2619.0,1688.0,0.038461538461538464,6.596226285801979,2619.0,1688.0,0.038461538461538464,6.623910171141685,2619.0,1688.0,0.038461538461538464,6.647597468058588,2619.0,1688.0,0.038461538461538464,6.646852030372365,2619.0,1688.0,0.038461538461538464,6.72594397673334,2619.0,1688.0,0.038461538461538464,6.647665193023372,2619.0,1688.0,0.038461538461538464,6.640746286199976,2619.0,1688.0,0.038461538461538464,6.6476375728731005,2619.0,1688.0,0.038461538461538464,6.710244837108338,2619.0,1688.0,0.038461538461538464,6.507782614075385,2619.0,1688.0,0.038461538461538464,8.285597561937792,2619.0,1688.0,0.038461538461538464,6.708954954831716,2619.0,1688.0,0.038461538461538464,6.708551995594511,2619.0,1688.0,0.038461538461538464,6.708220641734767,2619.0,1688.0,0.038461538461538464,6.647704614640063,2619.0,1688.0
892,0.038461538461538464,13.535759748791426,2920.0,1878.0,0.038461538461538464,13.447236666784422,2920.0,1878.0,0.038461538461538464,13.905125252853308,2920.0,1878.0,0.038461538461538464,13.535332642718348,2920.0,1878.0,0.038461538461538464,13.442186154246263,2920.0,1878.0,0.038461538461538464,13.568535602595505,2920.0,1878.0,0.038461538461538464,13.527821134263569,2920.0,1878.0,0.038461538461538464,13.531183672434784,2920.0,1878.0,0.038461538461538464,13.534578265582233,2920.0,1878.0,0.038461538461538464,13.532392988621144,2920.0,1878.0,0.038461538461538464,13.448596276203792,2920.0,1878.0,0.038461538461538464,13.531775868991335,2920.0,1878.0,0.038461538461538464,13.508773548056555,2920.0,1878.0,0.038461538461538464,13.538009058068305,2920.0,1878.0,0.038461538461538464,13.4756923206444,2920.0,1878.0,0.038461538461538464,13.488464272389516,2920.0,1878.0,0.038461538461538464,13.698814311415543,2920.0,1878.0,0.038461538461538464,13.38903467697201,2920.0,1878.0,0.038461538461538464,13.532583226694008,2920.0,1878.0,0.038461538461538464,13.44355516410587,2920.0,1878.0,0.038461538461538464,13.439911154491185,2920.0,1878.0,,,,,0.038461538461538464,13.581597802228645,2920.0,1878.0,0.038461538461538464,13.386504565759664,2920.0,1878.0,0.038461538461538464,13.444989384925258,2920.0,1878.0,0.038461538461538464,13.4392616528367,2920.0,1878.0,0.038461538461538464,13.44446249673347,2920.0,1878.0
