,focal,partner,reaction,class,flux
129,1208,397,EX_pyovd_kt_e,co-consumed,0.14712795278416868
130,1208,397,EX_skm_e,co-consumed,4.225705934472e-06
131,1208,397,EX_so3_e,co-consumed,1.2865559284430672e-06
132,1208,397,EX_so4_e,co-consumed,0.000183279845308668
133,1208,397,EX_stfrnA_e,co-consumed,0.24998912893116665
134,1208,397,EX_stfrnB_e,co-consumed,0.24999230414190327
135,1208,397,EX_sucr_e,co-consumed,1.4425881893642688e-06
136,1208,397,EX_tyr__L_e,co-consumed,0.0058043498158591045
137,1208,397,EX_ura_e,received,1.7677936144964e-05
138,1208,397,EX_xyl__D_e,co-consumed,3.614795024585077e-06
139,1208,397,EX_zn2_e,co-consumed,1.4348121640836e-05
140,1208,790,EX_2ddglcn_e,co-consumed,2.412673156523884e-06
141,1208,790,EX_3oxoadp_e,co-consumed,2.9375587803559533e-06
142,1208,790,EX_4abut_e,co-consumed,0.230283927893968
143,1208,790,EX_LalaDgluMdap_e,provided,2.0481335899119607e-06
144,1208,790,EX_acald_e,co-consumed,0.033216687384963965
145,1208,790,EX_acon_C_e,co-consumed,5.970613617288e-06
146,1208,790,EX_ala__L_e,received,4.633338462248e-06
147,1208,790,EX_alahis_e,co-consumed,2.379127776007406e-06
148,1208,790,EX_alltn_e,co-consumed,1.7332553244897575e-06
149,1208,790,EX_arg__L_e,co-consumed,0.01244663148822278
150,1208,790,EX_asn__L_e,co-consumed,0.010140471086395868
151,1208,790,EX_ca2_e,co-consumed,0.00021900871888727198
152,1208,790,EX_cit_e,co-consumed,5.779331788412e-06
153,1208,790,EX_cl_e,co-consumed,0.00021900875879698
154,1208,790,EX_cobalt2_e,co-consumed,4.207660305228e-06
155,1208,790,EX_cu2_e,co-consumed,2.9832311564087997e-05
156,1208,790,EX_cyan_e,co-consumed,1.3221695233137098e-06
157,1208,790,EX_cys__L_e,co-consumed,1.1752488591269729e-06
158,1208,790,EX_dad_2_e,co-consumed,1.9154995572654234e-06
159,1208,790,EX_fe2_e,co-consumed,0.000283936792954472
160,1208,790,EX_fe3_e,co-consumed,0.6475029295245459
161,1208,790,EX_fru_e,co-consumed,7.399190698272e-06
162,1208,790,EX_fum_e,co-consumed,6.408768706728e-06
163,1208,790,EX_g3pe_e,co-consumed,1.8400403889756722e-06
164,1208,790,EX_glu__L_e,provided,0.0016603338979054641
165,1208,790,EX_gly_e,co-consumed,4.699453417560801e-05
166,1208,790,EX_glyald_e,received,3.9975019642324776
167,1208,790,EX_glyc_e,provided,3.9975887200418367
168,1208,790,EX_glyclt_e,co-consumed,1.3651975791742487e-06
169,1208,790,EX_glygln_e,co-consumed,0.03423709705322375
170,1208,790,EX_gua_e,co-consumed,0.009131729599260605
171,1208,790,EX_h2o2_e,provided,2.7884378090278772e-06
172,1208,790,EX_h2o_e,co-consumed,0.8714932003481161
173,1208,790,EX_h2s_e,co-consumed,0.006358087056495728
174,1208,790,EX_h_e,provided,2.8644940572451647
175,1208,790,EX_hisgly_e,co-consumed,1.68201456828887e-06
176,1208,790,EX_hishis_e,co-consumed,1.249225165965706e-06
177,1208,790,EX_hxan_e,co-consumed,1.9339850477789744e-06
178,1208,790,EX_icit_e,co-consumed,2.2129645975779713e-06
179,1208,790,EX_ile__L_e,co-consumed,0.01307522062915522
180,1208,790,EX_k_e,co-consumed,0.008213058379589529
181,1208,790,EX_lys__L_e,co-consumed,0.01422427215643597
182,1208,790,EX_mal__L_e,provided,1.3682708047392e-05
183,1208,790,EX_malt_e,co-consumed,1.952433945872601e-06
184,1208,790,EX_malthp_e,provided,1.0380154462274571e-06
185,1208,790,EX_meoh_e,provided,6.58058851358e-06
186,1208,790,EX_mg2_e,co-consumed,0.000365014521143208
187,1208,790,EX_mn2_e,co-consumed,2.9074932709144e-05
188,1208,790,EX_no3_e,provided,3.1607027712224347e-06
189,1208,790,EX_no_e,received,2.6483543633001873e-06
190,1208,790,EX_o2_e,co-consumed,3.9999986398696548
191,1208,790,EX_orn_e,co-consumed,0.009011070980702508
192,1208,790,EX_pheme_e,provided,1.6637485757833858e-06
193,1208,790,EX_pi_e,co-consumed,0.059154063905691924
194,1208,790,EX_pro__L_e,co-consumed,7.913330560708e-06
195,1208,790,EX_pyovd_kt_e,co-consumed,0.14712795278416868
196,1208,790,EX_ser__L_e,received,2.059207914498e-05
197,1208,790,EX_skm_e,received,1.2477050863238793e-06
198,1208,790,EX_so3_e,co-consumed,2.3077893557477134e-06
199,1208,790,EX_so4_e,co-consumed,0.000183279845308668
200,1208,790,EX_stfrnA_e,co-consumed,0.24996499942012054
201,1208,790,EX_stfrnB_e,co-consumed,0.24996291439848392
202,1208,790,EX_sucr_e,co-consumed,1.4425881893642688e-06
203,1208,790,EX_thr__L_e,co-consumed,1.3497628117031812e-06
204,1208,790,EX_thym_e,received,0.001099662427168252
205,1208,790,EX_tyr__L_e,received,0.0058043498158591045
206,1208,790,EX_xyl__D_e,co-consumed,4.115719387492e-06
207,1208,790,EX_zn2_e,co-consumed,1.4348121640836e-05
208,1208,947,EX_5dglcn_e,received,1.2615724390388494e-06
209,1208,947,EX_5drib_e,co-consumed,1.0553400239931088e-06
210,1208,947,EX_acald_e,received,0.033216687384963965
211,1208,947,EX_agm_e,co-consumed,1.2123450492734778e-06
212,1208,947,EX_ala__D_e,received,4.752661926912e-06
213,1208,947,EX_arg__L_e,co-consumed,0.01244663148822278
214,1208,947,EX_asp__L_e,co-consumed,1.4310035219224e-05
215,1208,947,EX_ca2_e,co-consumed,0.00021900871888727198
216,1208,947,EX_cgly_e,provided,1.0708540269815935e-06
217,1208,947,EX_cit_e,co-consumed,0.001191516078322772
218,1208,947,EX_cl_e,co-consumed,0.00021900875879698
219,1208,947,EX_cobalt2_e,co-consumed,4.207660305228e-06
220,1208,947,EX_cu2_e,co-consumed,2.9832311564087997e-05
221,1208,947,EX_fe2_e,co-consumed,0.000283936792954472
222,1208,947,EX_fe3_e,co-consumed,0.6475029295245459
223,1208,947,EX_fru_e,co-consumed,7.399190698272e-06
224,1208,947,EX_fum_e,co-consumed,2.0748794482149946e-06
225,1208,947,EX_gal_e,received,6.57015112654e-06
226,1208,947,EX_galur_e,provided,2.707614640408418e-06
227,1208,947,EX_glu__L_e,provided,1.7260059837484464e-06
228,1208,947,EX_glyc2p_e,co-consumed,2.754076501924052e-06
229,1208,947,EX_glyc_e,provided,1.2366462647920418
230,1208,947,EX_glygln_e,co-consumed,0.03423709705322375
231,1208,947,EX_gsn_e,received,0.001100970451411264
232,1208,947,EX_gthrd_e,received,2.5222799557173253e-06
233,1208,947,EX_h2o_e,received,0.8714932003481161
234,1208,947,EX_h2s_e,co-consumed,0.006358087056495728
235,1208,947,EX_h_e,provided,2.8644940572451647
236,1208,947,EX_hxan_e,co-consumed,2.18849957995898e-06
237,1208,947,EX_k_e,co-consumed,0.008213058379589529
238,1208,947,EX_lys__L_e,co-consumed,0.01443387180028534
239,1208,947,EX_mal__L_e,provided,1.6616389030809138e-06
240,1208,947,EX_melib_e,provided,2.0713365293831276e-06
241,1208,947,EX_meoh_e,provided,6.58058851358e-06
242,1208,947,EX_met__D_e,provided,1.0344790317807112e-06
243,1208,947,EX_mg2_e,co-consumed,0.000365014521143208
244,1208,947,EX_mn2_e,co-consumed,2.9074932709144e-05
245,1208,947,EX_nh4_e,provided,0.25793391764631163
246,1208,947,EX_o2_e,co-consumed,3.9999986398696548
247,1208,947,EX_orn_e,received,0.009011070980702508
248,1208,947,EX_pi_e,co-consumed,0.059154063905691924
249,1208,947,EX_pnto__R_e,provided,1.112208506341255e-06
250,1208,947,EX_pro__L_e,co-consumed,2.85924647862007e-06
251,1208,947,EX_pyovd_kt_e,co-consumed,0.14712795278416868
252,1208,947,EX_skm_e,co-consumed,4.225705934472e-06
253,1208,947,EX_so4_e,co-consumed,0.000183279845308668
254,1208,947,EX_stfrnA_e,co-consumed,0.24996899024296018
255,1208,947,EX_stfrnB_e,co-consumed,0.2499678098516309
256,1208,947,EX_xyl__D_e,received,4.115719387492e-06
257,1208,947,EX_zn2_e,co-consumed,1.4348121640836e-05
258,1208,997,EX_3oxoadp_e,co-consumed,1.7686561312166284e-06
259,1208,997,EX_4abut_e,co-consumed,4.005753608024e-06
260,1208,997,EX_5drib_e,co-consumed,1.080130703967771e-06
261,1208,997,EX_LalaDgluMdapDala_e,co-consumed,1.2592529446109335e-06
262,1208,997,EX_acald_e,co-consumed,0.033216687384963965
263,1208,997,EX_acmana_e,co-consumed,4.860823047332e-06
264,1208,997,EX_alltn_e,co-consumed,2.0073691346192413e-06
265,1208,997,EX_arg__L_e,co-consumed,0.01244663148822278
266,1208,997,EX_ca2_e,co-consumed,0.00021900871888727198
267,1208,997,EX_cit_e,co-consumed,5.779866158388001e-06
268,1208,997,EX_cl_e,co-consumed,0.00021900875879698
269,1208,997,EX_cobalt2_e,co-consumed,4.207660305228e-06
270,1208,997,EX_cu2_e,co-consumed,2.9832311564087997e-05
271,1208,997,EX_cys__L_e,co-consumed,9.080954487483601e-05
272,1208,997,EX_fe2_e,co-consumed,0.000283936792954472
273,1208,997,EX_fe3_e,co-consumed,0.18463244149994418
274,1208,997,EX_fru_e,co-consumed,7.399190698272e-06
275,1208,997,EX_gal_e,received,1.2435381412942425e-06
276,1208,997,EX_galur_e,provided,2.65644238210655e-06
277,1208,997,EX_gly_e,co-consumed,1.5750326807564e-05
278,1208,997,EX_glyald_e,received,3.9999550094702414
279,1208,997,EX_glyc_e,provided,3.999917243297424
280,1208,997,EX_glyclt_e,received,1.5641569086216e-05
281,1208,997,EX_glygln_e,co-consumed,0.03423709705322375
282,1208,997,EX_gsn_e,received,0.001100970451411264
283,1208,997,EX_gthrd_e,co-consumed,4.0416336586148e-05
284,1208,997,EX_gua_e,co-consumed,0.009131729599260605
285,1208,997,EX_h2o2_e,provided,2.1610577407418784e-06
286,1208,997,EX_h2o_e,co-consumed,0.8714932003481161
287,1208,997,EX_h2s_e,co-consumed,0.006358087056495728
288,1208,997,EX_h_e,provided,2.8644940572451647
289,1208,997,EX_hisgly_e,co-consumed,1.1124935455178452e-06
290,1208,997,EX_hxan_e,co-consumed,2.18849957995898e-06
291,1208,997,EX_ile__L_e,co-consumed,0.01307522062915522
292,1208,997,EX_k_e,co-consumed,0.008213058379589529
293,1208,997,EX_lac__L_e,co-consumed,7.438095137828e-06
294,1208,997,EX_lys__L_e,co-consumed,0.01443387180028534
295,1208,997,EX_malt_e,co-consumed,2.2547344348334736e-06
296,1208,997,EX_meoh_e,provided,6.58058851358e-06
297,1208,997,EX_mg2_e,co-consumed,0.000365014521143208
298,1208,997,EX_mn2_e,co-consumed,2.9074932709144e-05
299,1208,997,EX_no2_e,co-consumed,1.3000273295690757e-06
300,1208,997,EX_no3_e,provided,2.6394958359707287e-06
301,1208,997,EX_no_e,received,2.6334631898400352e-06
302,1208,997,EX_o2_e,co-consumed,3.9999986398696548
303,1208,997,EX_ocdca_e,provided,4.623826026912e-06
304,1208,997,EX_orn_e,co-consumed,0.009011070980702508
305,1208,997,EX_pheme_e,provided,1.6637485757833858e-06
306,1208,997,EX_pi_e,received,7.919351652804e-06
307,1208,997,EX_pro__L_e,co-consumed,4.1612912470879995e-06
308,1208,997,EX_pyovd_kt_e,co-consumed,0.14712795278416868
309,1208,997,EX_ser__L_e,co-consumed,0.10823589371408543
310,1208,997,EX_so4_e,co-consumed,0.000183279845308668
311,1208,997,EX_sucr_e,co-consumed,1.3850271692492088e-06
312,1208,997,EX_thm_e,co-consumed,6.94587108188e-06
313,1208,997,EX_thym_e,received,0.001099662427168252
314,1208,997,EX_tyr__L_e,co-consumed,0.0058043498158591045
315,1208,997,EX_ura_e,received,0.00061915344737818
316,1208,997,EX_xyl__D_e,co-consumed,2.3448188799274354e-06
317,1208,997,EX_zn2_e,co-consumed,1.4348121640836e-05
318,1208,1114,EX_5dglcn_e,co-consumed,2.1438269391793606e-06
319,1208,1114,EX_acald_e,received,0.033216687384963965
320,1208,1114,EX_acmana_e,co-consumed,0.006140165884684364
321,1208,1114,EX_alatrp_e,co-consumed,7.1412007524800005e-06
322,1208,1114,EX_arg__L_e,co-consumed,0.01244663148822278
323,1208,1114,EX_asn__L_e,received,1.1441158147332006e-06
324,1208,1114,EX_asp__L_e,co-consumed,5.153177396368e-06
325,1208,1114,EX_ca2_e,co-consumed,0.00021900871888727198
326,1208,1114,EX_cl_e,co-consumed,0.00021900875879698
327,1208,1114,EX_cobalt2_e,co-consumed,4.207660305228e-06
328,1208,1114,EX_cu2_e,co-consumed,2.9832311564087997e-05
329,1208,1114,EX_cyan_e,co-consumed,1.3599168279374019e-06
330,1208,1114,EX_fe2_e,co-consumed,0.000283936792954472
331,1208,1114,EX_fe3_e,co-consumed,0.6475029295245459
332,1208,1114,EX_fru_e,co-consumed,1.7500728593257107e-06
333,1208,1114,EX_gal_e,received,1.2588140254972001e-05
334,1208,1114,EX_glu__L_e,provided,1.299625964069906e-06
335,1208,1114,EX_glyald_e,co-consumed,3.580386530445859
336,1208,1114,EX_glygln_e,co-consumed,0.03423709705322375
337,1208,1114,EX_gsn_e,co-consumed,8.583442920324e-06
338,1208,1114,EX_h2o_e,received,0.8714932003481161
339,1208,1114,EX_h2s_e,co-consumed,0.006358087056495728
340,1208,1114,EX_ile__L_e,co-consumed,0.01307522062915522
341,1208,1114,EX_k_e,co-consumed,0.008213058379589529
342,1208,1114,EX_lnlc_e,provided,3.275062075145913e-06
343,1208,1114,EX_lys__L_e,co-consumed,0.01443387180028534
344,1208,1114,EX_malt_e,co-consumed,0.01873298303946132
345,1208,1114,EX_mg2_e,co-consumed,0.000365014521143208
346,1208,1114,EX_mn2_e,co-consumed,2.9074932709144e-05
347,1208,1114,EX_no2_e,co-consumed,3.917665917995416e-06
348,1208,1114,EX_o2_e,co-consumed,3.9999788265179608
349,1208,1114,EX_orn_e,co-consumed,0.009011070980702508
350,1208,1114,EX_pro__L_e,co-consumed,7.913330560708e-06
351,1208,1114,EX_pyovd_kt_e,co-consumed,0.1469631492233025
352,1208,1114,EX_raffin_e,co-consumed,1.3962488459046129e-06
353,1208,1114,EX_skm_e,co-consumed,4.225705934472e-06
354,1208,1114,EX_so4_e,co-consumed,0.000183279845308668
355,1208,1114,EX_stfrnA_e,co-consumed,0.24992960909042974
356,1208,1114,EX_stfrnB_e,co-consumed,0.24992259267328876
357,1208,1114,EX_succ_e,received,1.1229014264002296e-06
358,1208,1114,EX_sucr_e,co-consumed,1.2357472733853792e-06
359,1208,1114,EX_thm_e,co-consumed,6.94587108188e-06
360,1208,1114,EX_thr__L_e,co-consumed,1.3497628117031812e-06
361,1208,1114,EX_tyr__L_e,co-consumed,0.0058043498158591045
362,1208,1114,EX_xyl__D_e,co-consumed,2.3302925675189324e-06
363,1208,1114,EX_zn2_e,co-consumed,1.4348121640836e-05
364,1208,1362,EX_4abut_e,co-consumed,1.0509942657985958
365,1208,1362,EX_4oxptn_e,co-consumed,1.5057322390260583e-06
366,1208,1362,EX_5dglcn_e,received,1.0232320842629151e-06
367,1208,1362,EX_acald_e,received,0.033216687384963965
368,1208,1362,EX_acmana_e,co-consumed,0.0036543956291194917
369,1208,1362,EX_agm_e,co-consumed,1.231058600639212e-06
370,1208,1362,EX_ala__D_e,co-consumed,2.9721824298994814e-06
371,1208,1362,EX_ala__L_e,co-consumed,2.1144037942263998e-05
372,1208,1362,EX_anhgm_e,co-consumed,1.205265286742807e-06
373,1208,1362,EX_arg__L_e,co-consumed,0.01244663148822278
374,1208,1362,EX_asp__L_e,co-consumed,1.4310035219224e-05
375,1208,1362,EX_ca2_e,co-consumed,0.00021900871888727198
376,1208,1362,EX_chol_e,co-consumed,3.207300118656664e-06
377,1208,1362,EX_cl_e,co-consumed,0.00021900875879698
378,1208,1362,EX_cmcbtt_e,co-consumed,1.2804787370661684e-06
379,1208,1362,EX_cobalt2_e,co-consumed,4.207660305228e-06
380,1208,1362,EX_crn_e,co-consumed,1.402545511396125e-06
381,1208,1362,EX_cu2_e,co-consumed,2.9832311564087997e-05
382,1208,1362,EX_fe2_e,co-consumed,0.000283936792954472
383,1208,1362,EX_fe3_e,co-consumed,0.18590932540336705
384,1208,1362,EX_fol_e,received,1.1013369972613876e-06
385,1208,1362,EX_fru_e,co-consumed,7.399190698272e-06
386,1208,1362,EX_gal_e,co-consumed,2.5895995323294007e-06
387,1208,1362,EX_glucan6_e,provided,1.0998066551732177e-06
388,1208,1362,EX_glyald_e,received,3.9999482288265154
389,1208,1362,EX_glyc_e,provided,3.999941499105413
390,1208,1362,EX_gthrd_e,co-consumed,0.001728758564916576
391,1208,1362,EX_gua_e,co-consumed,0.005212807856834077
392,1208,1362,EX_h2o_e,received,0.8714932003481161
393,1208,1362,EX_h2s_e,received,0.006358087056495728
394,1208,1362,EX_h_e,provided,2.8644940572451647
395,1208,1362,EX_hxan_e,co-consumed,2.18849957995898e-06
396,1208,1362,EX_k_e,co-consumed,0.008213058379589529
397,1208,1362,EX_mal__L_e,provided,1.787433760065127e-06
398,1208,1362,EX_malt_e,co-consumed,2.0735458453023432e-06
399,1208,1362,EX_meoh_e,provided,6.58058851358e-06
400,1208,1362,EX_met__D_e,provided,1.0344790317807112e-06
401,1208,1362,EX_mg2_e,co-consumed,0.000365014521143208
402,1208,1362,EX_mn2_e,co-consumed,2.9074932709144e-05
403,1208,1362,EX_nh4_e,provided,0.047035214540618514
404,1208,1362,EX_no2_e,co-consumed,1.5652750945776e-05
405,1208,1362,EX_o2_e,co-consumed,3.9999986398696548
406,1208,1362,EX_pheme_e,provided,1.6637485757833858e-06
407,1208,1362,EX_pi_e,co-consumed,0.059154063905691924
408,1208,1362,EX_pyovd_kt_e,co-consumed,0.14712795278416868
409,1208,1362,EX_so3_e,received,2.8442150437280004e-05
410,1208,1362,EX_so4_e,co-consumed,0.000183279845308668
411,1208,1362,EX_sucr_e,co-consumed,1.4425881893642688e-06
412,1208,1362,EX_xyl__D_e,received,4.115719387492e-06
413,1208,1362,EX_zn2_e,co-consumed,1.4348121640836e-05
414,1208,428,EX_5drib_e,co-consumed,1.080130703967771e-06
415,1208,428,EX_LalaDgluMdap_e,provided,2.0481335899119607e-06
416,1208,428,EX_acald_e,co-consumed,0.033216687384963965
417,1208,428,EX_acon_C_e,co-consumed,1.7232035059563944e-06
418,1208,428,EX_alltn_e,co-consumed,1.1106994720180594e-06
419,1208,428,EX_anhgm_e,co-consumed,1.205265286742807e-06
420,1208,428,EX_arg__L_e,co-consumed,0.01244663148822278
421,1208,428,EX_ca2_e,co-consumed,0.00021900871888727198
422,1208,428,EX_cl_e,co-consumed,0.00021900875879698
423,1208,428,EX_cobalt2_e,co-consumed,4.207660305228e-06
424,1208,428,EX_crn_e,co-consumed,1.417606130202087e-06
425,1208,428,EX_cu2_e,co-consumed,2.9832311564087997e-05
426,1208,428,EX_cys__L_e,co-consumed,1.6417133636868e-05
427,1208,428,EX_fe2_e,co-consumed,0.000283936792954472
428,1208,428,EX_fe3_e,co-consumed,0.6475029295245459
429,1208,428,EX_fru_e,co-consumed,7.399190698272e-06
430,1208,428,EX_fum_e,co-consumed,7.340124850028e-06
431,1208,428,EX_g3pi_e,co-consumed,1.216209543652147e-06
432,1208,428,EX_gal_e,received,1.4892327299365073e-06
433,1208,428,EX_galur_e,provided,4.37519929104e-06
434,1208,428,EX_glyc_e,provided,0.30919328737575397
435,1208,428,EX_glygln_e,co-consumed,0.03423709705322375
