compartments,abundance,growth_rate,reactions,metabolites,tradeoff
1080,0.038461538461538464,6.443158632784806,2192,1433,1.0
1101,0.038461538461538464,6.30758933625904,2883,1858,1.0
1114,0.038461538461538464,3.6333797090559576,2032,1417,1.0
1174,0.038461538461538464,4.781063516269236,2696,1791,1.0
1208,0.038461538461538464,1.0519342851213764,2635,1734,1.0
1234,0.038461538461538464,11.963089215614316,2805,1837,1.0
1252,0.038461538461538464,4.305163977038186,2312,1577,1.0
1334,0.038461538461538464,4.116840844340264,2543,1658,1.0
1338,0.038461538461538464,11.157754075599259,2268,1507,1.0
1350,0.038461538461538464,2.0179992058445917,2234,1532,1.0
1357,0.038461538461538464,6.604774749510471,2506,1629,1.0
1362,0.038461538461538464,11.391017072529246,2351,1575,1.0
262,0.038461538461538464,11.445040446679627,2236,1488,1.0
2751,0.038461538461538464,0.45546772463103696,2356,1527,1.0
397,0.038461538461538464,5.735317206711704,2866,1871,1.0
428,0.038461538461538464,6.313803462634954,2744,1785,1.0
459,0.038461538461538464,6.135053742865421,3028,1970,1.0
638,0.038461538461538464,9.883305455612124,2269,1566,1.0
709,0.038461538461538464,2.376803158457805,2186,1418,1.0
790,0.038461538461538464,5.708159185492548,2671,1715,1.0
796,0.038461538461538464,5.352003605336625,2725,1866,1.0
895,0.038461538461538464,4.549763049233291,2258,1557,1.0
939,0.038461538461538464,7.608363253250144,2424,1617,1.0
947,0.038461538461538464,5.726194867392855,2301,1599,1.0
978,0.038461538461538464,3.557465570022923,2251,1532,1.0
997,0.038461538461538464,5.974752884171643,2872,1879,1.0
med,,,,,
