compartments,abundance,growth_rate,reactions,metabolites,tradeoff
100,0.037037037037037035,0.7571984781894247,2180,1434,0.1
1018,0.037037037037037035,0.7569058444362605,2977,1907,0.1
1056,0.037037037037037035,0.756893690655601,2824,1808,0.1
1124,0.037037037037037035,0.6563623315185484,2164,1415,0.1
1167,0.037037037037037035,0.7571973791514489,1939,1267,0.1
1174,0.037037037037037035,0.7568969488858149,2696,1791,0.1
1234,0.037037037037037035,0.7569745061706997,2805,1837,0.1
1334,0.037037037037037035,0.7568920616766254,2543,1658,0.1
1391,0.037037037037037035,0.7572237857073401,2177,1435,0.1
1432,0.037037037037037035,0.7574033960963754,2982,1920,0.1
161,0.037037037037037035,0.756894727811651,2901,1898,0.1
163,0.037037037037037035,0.757235502155654,2678,1700,0.1
230,0.037037037037037035,0.757197065018187,2227,1483,0.1
2774,0.037037037037037035,0.7568456879071802,2176,1452,0.1
2862,0.037037037037037035,0.7568983605190147,2690,1756,0.1
2872,0.037037037037037035,0.7569888106908266,2215,1504,0.1
352,0.037037037037037035,0.7569341143046695,2776,1811,0.1
364,0.037037037037037035,0.7572430143929108,2445,1661,0.1
504,0.037037037037037035,0.7569105719237615,2781,1836,0.1
644,0.037037037037037035,0.7572456334282798,2783,1851,0.1
761,0.037037037037037035,0.7569020217507784,2726,1795,0.1
778,0.037037037037037035,0.7574396684141145,2910,1875,0.1
793,0.037037037037037035,0.7572442526834684,2905,1878,0.1
867,0.037037037037037035,0.7572024680324106,2173,1456,0.1
868,0.037037037037037035,0.7570726783687833,2619,1688,0.1
892,0.037037037037037035,0.7573993242853738,2920,1878,0.1
946,0.037037037037037035,0.7568921295499038,2994,1913,0.1
medium,,,569,569,0.1
