compartments,abundance,growth_rate,reactions,metabolites,tradeoff
100,0.037037037037037035,0.0,2180,1434,0.0
1018,0.037037037037037035,0.0,2977,1907,0.0
1056,0.037037037037037035,0.0,2824,1808,0.0
1124,0.037037037037037035,0.0,2164,1415,0.0
1167,0.037037037037037035,0.0,1939,1267,0.0
1174,0.037037037037037035,0.0,2696,1791,0.0
1234,0.037037037037037035,0.0,2805,1837,0.0
1334,0.037037037037037035,0.0,2543,1658,0.0
1391,0.037037037037037035,0.0,2177,1435,0.0
1432,0.037037037037037035,0.0,2982,1920,0.0
161,0.037037037037037035,0.0,2901,1898,0.0
163,0.037037037037037035,0.0,2678,1700,0.0
230,0.037037037037037035,0.0,2227,1483,0.0
2774,0.037037037037037035,0.0,2176,1452,0.0
2862,0.037037037037037035,0.0,2690,1756,0.0
2872,0.037037037037037035,0.0,2215,1504,0.0
352,0.037037037037037035,0.0,2776,1811,0.0
364,0.037037037037037035,0.0,2445,1661,0.0
504,0.037037037037037035,0.0,2781,1836,0.0
644,0.037037037037037035,0.0,2783,1851,0.0
761,0.037037037037037035,0.0,2726,1795,0.0
778,0.037037037037037035,0.0,2910,1875,0.0
793,0.037037037037037035,0.0,2905,1878,0.0
867,0.037037037037037035,0.0,2173,1456,0.0
868,0.037037037037037035,0.0,2619,1688,0.0
892,0.037037037037037035,0.0,2920,1878,0.0
946,0.037037037037037035,0.0,2994,1913,0.0
medium,,,569,569,0.0
